claim_text,confidence,duplicate_candidate_id,fact_id,heuristic_reason,leakage_flag,object,predicate,priority_band,reviewed_at,reviewer_final_class,reviewer_id,reviewer_notes,reviewer_status,search_template_1,search_template_2,subject,suggested_claim_domain,suggested_source_route,suggested_temporal_class,final_temporal_class,final_claim_domain,final_source_route,final_priority_band,final_leakage_risk,next_action
"২৫ ফেব্রুয়ারি, ২০২০ জাতীয় অর্থনৈতিক পরিষদে (NEC) দ্বিতীয় প্রেক্ষিত পরিকল্পনা গৃহীত হয়। এর মেয়াদ ২০২১-২০৪১। এটি তৈরি করেছে সাধারণ অর্থনীতি বিভাগ (GED)। প্রথম প্রেক্ষিত পরিকল্পনার মেয়াদকাল ছিল ২০১০-২০২১।",0.45,,BCSGK-0405,manual claim-type review required,not_yet_checked,['২০৪১'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""২০৪১"" ""STATED_AS"" pre-2023 official","""২৫ ফেব্রুয়ারি, ২০২০ জাতীয় অর্থনৈতিক পরিষদে (NEC) দ্বিতীয় প্রেক্ষিত পরিকল্পনা গৃহীত হয়। এর মেয়াদ"" manual review","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"স্মার্ট বাংলাদেশ ২০৪১ সালের মধ্যে বাস্তবায়নের জন্য নির্ধারিত একটি রূপকল্প। বাংলাদেশ সরকার চারটি কৌশলগত স্তম্ভ নির্ধারণ করেছে: স্মার্ট সিটিজেন, স্মার্ট সরকার, স্মার্ট ইকোনমি এবং স্মার্ট সোসাইটি।",0.45,,BCSGK-0406,manual claim-type review required,not_yet_checked,['Smart Society'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""Smart Society"" ""STATED_AS"" pre-2023 official","""স্মার্ট বাংলাদেশ ২০৪১ সালের মধ্যে বাস্তবায়নের জন্য নির্ধারিত একটি রূপকল্প। বাংলাদেশ সরকার চারটি কৌশ"" manual review","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের প্রেক্ষিত পরিকল্পনার সময়সীমা ২০২১-২০৪১।,0.45,,BCSGK-0408,manual claim-type review required,not_yet_checked,['২০২১-২০৪১'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী"" ""২০২১-২০৪১"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের প্রেক্ষিত পরিকল্পনার সময়সীমা ২০২১-২০৪১।"" manual review","['উন্নয়ন পরিকল্পনা, প্রেক্ষিত ও পঞ্চবার্ষিকী']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলাদেশে শিল্প সংক্রান্ত অর্থনৈতিক কর্মকাণ্ড বলতে মূলত উৎপাদনশীল খাতকে বোঝানো হয় যেখানে কাঁচামালকে প্রক্রিয়াজাত করে নতুন পণ্য তৈরি করা হয়, যেমন: বস্ত্র, পাটজাত পণ্য, সিমেন্ট ইত্যাদি। মাছ চাষ কৃষি ও মৎস্য খাতের অন্তর্গত, যা প্রাথমিক উৎপাদন খাতে পড়ে।",0.82,,BCSGK-0410,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['মাছ চাষ'],part_of,P1,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""শিল্প উৎপাদন"" ""মাছ চাষ"" ""part_of"" pre-2023 official","""বাংলাদেশে শিল্প সংক্রান্ত অর্থনৈতিক কর্মকাণ্ড বলতে মূলত উৎপাদনশীল খাতকে বোঝানো হয় যেখানে কাঁচামালকে"" mediawiki pre cutoff revision or official geography",['শিল্প উৎপাদন'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
ন্যাচারাল গ্যাস ফার্টিলাইজার ফ্যাক্টরি লিমিটেড (পূর্বনাম-ফেঞ্চুগঞ্জ সার কারখানা) সিলেটের ফেঞ্চুগঞ্জে অবস্থিত। এটি বাংলাদেশের প্রথম সার কারখানা। এই সার কারখানায় ইউরিয়া এবং এএসপি (অ্যামেনিয়াম সালফেট) সার উৎপাদিত হয়।,0.82,,BCSGK-0416,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['ইউরিয়া এবং এএসপি'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""শিল্প উৎপাদন"" ""ইউরিয়া এবং এএসপি"" ""located_in"" pre-2023 official","""ন্যাচারাল গ্যাস ফার্টিলাইজার ফ্যাক্টরি লিমিটেড (পূর্বনাম-ফেঞ্চুগঞ্জ সার কারখানা) সিলেটের ফেঞ্চুগঞ্জে"" mediawiki pre cutoff revision or official geography",['শিল্প উৎপাদন'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
বাংলাদেশের প্রধান জাহাজ নির্মাণ কারখানা খুলনায় অবস্থিত। দেশে আনুমানিক ১০ হাজার মেট্রিক টন ক্ষমতার আন্তর্জাতিক মানের জাহাজ তৈরির ক্ষমতাসম্পন্ন প্রায় ১১টি শিপইয়ার্ড রয়েছে।,0.82,,BCSGK-0422,geographic claim can use a pre-cutoff snapshot,not_yet_checked,['খুলনা'],located_in,P1,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""শিল্প উৎপাদন"" ""খুলনা"" ""located_in"" pre-2023 official","""বাংলাদেশের প্রধান জাহাজ নির্মাণ কারখানা খুলনায় অবস্থিত। দেশে আনুমানিক ১০ হাজার মেট্রিক টন ক্ষমতার আ"" mediawiki pre cutoff revision or official geography",['শিল্প উৎপাদন'],static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,static,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
"'Alliance for Bangladesh Worker's Safety' যুক্তরাষ্ট্রভিত্তিক বিশ্বসেরা গার্মেন্টস ব্র্যান্ডগুলোর সংগঠন। এই সংগঠনটি ২৪ এপ্রিল, ২০১৩ সালে রানা প্লাজা দুর্ঘটনার পর গঠিত হয়।",0.45,,BCSGK-0426,manual claim-type review required,not_yet_checked,['যুক্তরাষ্ট্রের'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""গার্মেন্টস শিল্প ও এর সার্বিক ব্যবস্থাপনা"" ""যুক্তরাষ্ট্রের"" ""STATED_AS"" pre-2023 official","""'Alliance for Bangladesh Worker's Safety' যুক্তরাষ্ট্রভিত্তিক বিশ্বসেরা গার্মেন্টস ব্র্যান্ডগুলোর সং"" manual review",['গার্মেন্টস শিল্প ও এর সার্বিক ব্যবস্থাপনা'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলাদেশের সয়াবিন তেল বাজার প্রতিবেদন ২০২৫ অনুযায়ী, বাংলাদেশ সিংহভাগ সয়াবিন তেল আর্জেন্টিনা ও ব্রাজিল থেকে আমদানি করে, যারা বিশ্বের শীর্ষ সয়াবিন তেল উৎপাদক।",0.45,,BCSGK-0432,manual claim-type review required,not_yet_checked,['আর্জেন্টিনা ও ব্রাজিল'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বাণিজ্য"" ""আর্জেন্টিনা ও ব্রাজিল"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের সয়াবিন তেল বাজার প্রতিবেদন ২০২৫ অনুযায়ী, বাংলাদেশ সিংহভাগ সয়াবিন তেল আর্জেন্টিনা ও ব্র"" manual review",['বাণিজ্য'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
ট্যারিফ কমিশন বাণিজ্য মন্ত্রণালয়ের অধীন।,0.45,,BCSGK-0435,manual claim-type review required,not_yet_checked,['বাণিজ্য মন্ত্রণালয়'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বাণিজ্য"" ""বাণিজ্য মন্ত্রণালয়"" ""STATED_AS"" pre-2023 official","""ট্যারিফ কমিশন বাণিজ্য মন্ত্রণালয়ের অধীন।"" manual review",['বাণিজ্য'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
মধ্যম আয়ের ফাঁদ হলো এমন অবস্থা যেখানে দেশ নিম্ন থেকে মধ্যম আয়ে উঠলেও দীর্ঘদিন আটকে থাকে এবং উচ্চ আয়ে যেতে পারে না। মধ্যম পর্যায়ে সস্তা শ্রম বা পুঁজি বাড়ালে প্রবৃদ্ধি টিকে না; দরকার TFP (মোট উৎপাদনশীলতা) বৃদ্ধি একই সম্পদে বেশি ও ভালো উৎপাদন।,0.45,,BCSGK-0437,manual claim-type review required,not_yet_checked,['পুঁজি বৃদ্ধি সত্ত্বেও মোট উৎপাদনশীলতার (Total Factor Productivity) বৃদ্ধি ধীর গতির হওয়া'],STATED_AS,P4,2026-09-16,dynamic_statistical,RA_1,"numeric, ranking, rate, or economic claim requires reference-period evidence",approved,"""পণ্য আমদানি ও রপ্তানিকরণ"" ""পুঁজি বৃদ্ধি সত্ত্বেও মোট উৎপাদনশীলতার (Total Factor Productivity) বৃদ্ধি ধীর গতির হওয়া"" ""STATED_AS"" pre-2023 official","""মধ্যম আয়ের ফাঁদ হলো এমন অবস্থা যেখানে দেশ নিম্ন থেকে মধ্যম আয়ে উঠলেও দীর্ঘদিন আটকে থাকে এবং উচ্চ আ"" manual review",['পণ্য আমদানি ও রপ্তানিকরণ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_statistical,bbs_or_official_statistical_report,P2,pass,find_reference_period_and_pre_cutoff_report
"অর্থনৈতিক সমীক্ষা ২০২৫ অনুযায়ী, ২০২৪-২৫ অর্থবছরে বাংলাদেশ সবচেয়ে বেশি আমদানি করেছে চীন থেকে। দ্বিতীয় ও তৃতীয় অবস্থানে আছে যথাক্রমে ভারত ও যুক্তরাষ্ট্র।",0.45,,BCSGK-0440,manual claim-type review required,not_yet_checked,['চীন থেকে'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""পণ্য আমদানি ও রপ্তানিকরণ"" ""চীন থেকে"" ""STATED_AS"" pre-2023 official","""অর্থনৈতিক সমীক্ষা ২০২৫ অনুযায়ী, ২০২৪-২৫ অর্থবছরে বাংলাদেশ সবচেয়ে বেশি আমদানি করেছে চীন থেকে। দ্বিত"" manual review",['পণ্য আমদানি ও রপ্তানিকরণ'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"বাংলাদেশের ইতিহাসে মোট ০৫ বার জরুরি অবস্থা জারি করা হয়। ১৯৭৪ সালের ২৮ ডিসেম্বর, ১৯৭৫ সালের ২৫ জুন, ১৯৮১ সালের ৩০ মে, ১৯৮৭ সালের ২৭ নভেম্বর এবং ২০০৭ সালের ১১ জানুয়ারি মোট ৫ বার বাংলাদেশে জরুরি অবস্থা (State of Emergency) জারি করা হয়।",0.45,,BCSGK-0516,manual claim-type review required,not_yet_checked,['৫ বার'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""রাজনৈতিক দলসমূহের গঠন, ভূমিকা ও কার্যক্রম"" ""৫ বার"" ""STATED_AS"" pre-2023 official","""বাংলাদেশের ইতিহাসে মোট ০৫ বার জরুরি অবস্থা জারি করা হয়। ১৯৭৪ সালের ২৮ ডিসেম্বর, ১৯৭৫ সালের ২৫ জুন, "" manual review","['রাজনৈতিক দলসমূহের গঠন, ভূমিকা ও কার্যক্রম']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"প্রতিনিধিত্বমূলক গণতন্ত্রে সংখ্যাগরিষ্ঠ দল যখন গণবিরোধী কাজে লিপ্ত না হয়, স্বেচ্ছাচারী ও দুর্নীতিপরায়ণ না হয় সেদিকে খেয়াল রাখে বিরোধী দল। সরকারের দুর্নীতি, দুঃশাসন ও অব্যবস্থাপনা সংসদে তুলে ধরে জনগণকে সচেতন ও প্রতিবাদী করে তোলে বিরোধী দল। তাই বিরোধী দলকে গণতান্ত্রিক শাসনব্যবস্থায় 'বিকল্প সরকার' বলা হয়।",0.45,,BCSGK-0519,manual claim-type review required,not_yet_checked,['বিরোধী দল'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""ক্ষমতাসীন ও বিরোধী দলের পারস্পরিক সম্পর্ক"" ""বিরোধী দল"" ""STATED_AS"" pre-2023 official","""প্রতিনিধিত্বমূলক গণতন্ত্রে সংখ্যাগরিষ্ঠ দল যখন গণবিরোধী কাজে লিপ্ত না হয়, স্বেচ্ছাচারী ও দুর্নীতিপর"" manual review",['ক্ষমতাসীন ও বিরোধী দলের পারস্পরিক সম্পর্ক'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"চাপ সৃষ্টিকারী গোষ্ঠী হচ্ছে এমন এক গোষ্ঠী যার সদস্যগণ সমজাতীয় মনোভাব এবং স্বার্থের দ্বারা আবদ্ধ। Almond ও Powel চাপ সৃষ্টিকারী গোষ্ঠীকে চার ভাগে ভাগ করেছেন। যথা: ১. Institutional Interest Groups, ২. The Associational Interest Groups, ৩. Anomic Interest Groups ও ৪. Non-Associational Interest Groups।",0.45,,BCSGK-0532,manual claim-type review required,not_yet_checked,['৪ ভাগে'],STATED_AS,P4,2026-09-16,dynamic_award_or_membership,RA_1,"membership, award, or recognition claim needs dated official evidence",approved,"""সরকারের ধরন"" ""৪ ভাগে"" ""STATED_AS"" pre-2023 official","""চাপ সৃষ্টিকারী গোষ্ঠী হচ্ছে এমন এক গোষ্ঠী যার সদস্যগণ সমজাতীয় মনোভাব এবং স্বার্থের দ্বারা আবদ্ধ। Al"" manual review",['সরকারের ধরন'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_award_or_membership,official_award_or_membership_record,P3,pass,find_accession_award_or_recognition_date
"সুশীল সমাজ সরকার ও প্রাইভেট সেক্টরের মাঝামাঝি একটি গ্রুপ। এরা সরকার ও প্রাইভেট সেক্টর উভয় ক্ষেত্রেই তাদের প্রভাব বিস্তার করতে পারে। বাংলাদেশের কিছু সুশীল সমাজের উদাহরণ- TIB, সনাক, BLAST, BELA, CDP, সুজন, আসক প্রভৃতি।",0.45,,BCSGK-0533,manual claim-type review required,not_yet_checked,['সুশীল সমাজ'],STATED_AS,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""সরকারের ধরন"" ""সুশীল সমাজ"" ""STATED_AS"" pre-2023 official","""সুশীল সমাজ সরকার ও প্রাইভেট সেক্টরের মাঝামাঝি একটি গ্রুপ। এরা সরকার ও প্রাইভেট সেক্টর উভয় ক্ষেত্রেই"" manual review",['সরকারের ধরন'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
অ্যাটর্নি জেনারেল বাংলাদেশের প্রধান আইন কর্মকর্তা।,0.45,,BCSGK-0550,manual claim-type review required,not_yet_checked,['অ্যাটর্নি জেনারেল'],ruled,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""বাংলাদেশের শাসন বিভাগ"" ""অ্যাটর্নি জেনারেল"" ""ruled"" pre-2023 official","""অ্যাটর্নি জেনারেল বাংলাদেশের প্রধান আইন কর্মকর্তা।"" manual review",['বাংলাদেশের শাসন বিভাগ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"একজন সরকারপ্রধান, একজন উপদেষ্টা ও ১৩ জন সদস্যের সমন্বয়ে মোট ১৫ জন ব্যক্তি নিয়ে গ্রাম সরকার গঠিত। ৬ এপ্রিল ২০০৯ জাতীয় সংসদে গ্রাম সরকার (রহিতকরণ) বিল পাস হওয়ার মাধ্যমে গ্রাম সরকার ব্যবস্থা বাতিল হয়ে যায়।",0.45,,BCSGK-0555,manual claim-type review required,not_yet_checked,['১৫ জন'],ruled,P4,2026-09-16,dynamic_award_or_membership,RA_1,"membership, award, or recognition claim needs dated official evidence",approved,"""বাংলাদেশের শাসন বিভাগ"" ""১৫ জন"" ""ruled"" pre-2023 official","""একজন সরকারপ্রধান, একজন উপদেষ্টা ও ১৩ জন সদস্যের সমন্বয়ে মোট ১৫ জন ব্যক্তি নিয়ে গ্রাম সরকার গঠিত। ৬"" manual review",['বাংলাদেশের শাসন বিভাগ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_award_or_membership,official_award_or_membership_record,P3,pass,find_accession_award_or_recognition_date
১৯৭৪ সালে সর্বপ্রথম সাদা পোশাকে স্পেশাল ব্র্যাঞ্চে ১২ জন মহিলা পুলিশ নিয়োগ করা হয়। ইউনিফর্মধারী নারী পুলিশের যাত্রা শুরু হয় ১৯৭৬ সালে। অতঃপর ১৯৭৮ সালে ঢাকা মহানগর পুলিশে মহিলা নিয়োগ করা হয়।,0.45,,BCSGK-0557,manual claim-type review required,not_yet_checked,['১৯৭৪ সালে'],ruled,P4,2026-09-16,dynamic_officeholder,RA_1,office-holder or appointment claim requires valid_from/valid_to evidence,approved,"""বাংলাদেশের শাসন বিভাগ"" ""১৯৭৪ সালে"" ""ruled"" pre-2023 official","""১৯৭৪ সালে সর্বপ্রথম সাদা পোশাকে স্পেশাল ব্র্যাঞ্চে ১২ জন মহিলা পুলিশ নিয়োগ করা হয়। ইউনিফর্মধারী না"" manual review",['বাংলাদেশের শাসন বিভাগ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_officeholder,official_appointment_or_gazette,P2,pass,find_cutoff_covering_term_interval
মেজর জেনারেল কে এম শফিউল্লাহ ১৯৭৫ সালের ১৫ আগস্ট ভোর রাত পর্যন্ত বাংলাদেশের সেনাবাহিনীর প্রধান ছিলেন।,0.45,,BCSGK-0558,manual claim-type review required,not_yet_checked,['মেজর জেনারেল কে এম শফিউল্লাহ'],ruled,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""বাংলাদেশের শাসন বিভাগ"" ""মেজর জেনারেল কে এম শফিউল্লাহ"" ""ruled"" pre-2023 official","""মেজর জেনারেল কে এম শফিউল্লাহ ১৯৭৫ সালের ১৫ আগস্ট ভোর রাত পর্যন্ত বাংলাদেশের সেনাবাহিনীর প্রধান ছিলেন"" manual review",['বাংলাদেশের শাসন বিভাগ'],ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"Army Act 1952-এর ১৩৩ ধারা অনুযায়ী, সামরিক আদালত বা কোর্ট মার্শাল কর্তৃক প্রদত্ত কোনো রায়ের বিরুদ্ধে সাধারণত হাইকোর্ট বা সুপ্রিম কোর্টে আপিল করা যায় না।",0.45,,BCSGK-0560,manual claim-type review required,not_yet_checked,['সামরিক আদালত'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""বাংলাদেশের বিচার বিভাগ"" ""সামরিক আদালত"" ""STATED_AS"" pre-2023 official","""Army Act 1952-এর ১৩৩ ধারা অনুযায়ী, সামরিক আদালত বা কোর্ট মার্শাল কর্তৃক প্রদত্ত কোনো রায়ের বিরুদ্ধ"" manual review",['বাংলাদেশের বিচার বিভাগ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"বাংলাদেশ সংবিধানের রক্ষাকর্তা বাংলাদেশ সুপ্রিম কোর্ট। সুপ্রিম কোর্টকে সংবিধানের রক্ষক, অভিভাবক ও ব্যাখ্যাকারী হিসেবে অভিহিত করা হয়।",0.45,,BCSGK-0561,manual claim-type review required,not_yet_checked,['বাংলাদেশ সুপ্রিম কোর্ট'],STATED_AS,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""বাংলাদেশের বিচার বিভাগ"" ""বাংলাদেশ সুপ্রিম কোর্ট"" ""STATED_AS"" pre-2023 official","""বাংলাদেশ সংবিধানের রক্ষাকর্তা বাংলাদেশ সুপ্রিম কোর্ট। সুপ্রিম কোর্টকে সংবিধানের রক্ষক, অভিভাবক ও ব্য"" manual review",['বাংলাদেশের বিচার বিভাগ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"আইনটি জাতীয় সংসদে পাস হয় ৯ এপ্রিল, ২০০২ সালে।",0.45,,BCSGK-0570,manual claim-type review required,not_yet_checked,"['৯ এপ্রিল, ২০০২']",occurred_on,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""আইন প্রণয়ন ও নীতি নির্ধারণ"" ""৯ এপ্রিল, ২০০২"" ""occurred_on"" pre-2023 official","""আইনটি জাতীয় সংসদে পাস হয় ৯ এপ্রিল, ২০০২ সালে।"" manual review",['আইন প্রণয়ন ও নীতি নির্ধারণ'],ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
উল্লিখিত অপশনগুলোর মধ্যে একমাত্র পটুয়াখালীতেই রেল যোগাযোগ নেই। বাকি জেলাগুলোতে রেল সংযোগ স্থাপিত হয়েছে।,0.45,,BCSGK-0573,manual claim-type review required,not_yet_checked,['পটুয়াখালী'],ruled,P4,2026-09-16,static_geographic,RA_1,geographic claim can be routed to pre-cutoff snapshot evidence,approved,"""প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার"" ""পটুয়াখালী"" ""ruled"" pre-2023 official","""উল্লিখিত অপশনগুলোর মধ্যে একমাত্র পটুয়াখালীতেই রেল যোগাযোগ নেই। বাকি জেলাগুলোতে রেল সংযোগ স্থাপিত হয"" manual review","['প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার']",ambiguous,manual_review,needs_clarification,static,static_geographic,mediawiki_pre_cutoff_revision_or_official_geography,P1,pass,find_pre_cutoff_claim_supporting_snapshot
পার্বত্য চট্টগ্রাম শান্তিচুক্তি (১৯৯৭) বাংলাদেশ সরকার ও পার্বত্য চট্টগ্রাম জনসংহতি সমিতি (PCJSS) এর মধ্যে স্বাক্ষরিত একটি আনুষ্ঠানিক চুক্তি। ১৯৯৭ সালে ২ ডিসেম্বর এই চুক্তি স্বাক্ষরিত হয়েছিল।,0.45,,BCSGK-0575,manual claim-type review required,not_yet_checked,['০২ ডিসেম্বর ১৯৯৭'],ruled,P4,2026-09-16,dynamic_policy_legal,RA_1,"legal, policy, treaty, or regulatory claim needs dated admissible evidence",approved,"""প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার"" ""০২ ডিসেম্বর ১৯৯৭"" ""ruled"" pre-2023 official","""পার্বত্য চট্টগ্রাম শান্তিচুক্তি (১৯৯৭) বাংলাদেশ সরকার ও পার্বত্য চট্টগ্রাম জনসংহতি সমিতি (PCJSS) এর "" manual review","['প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার']",ambiguous,manual_review,needs_clarification,dynamic,dynamic_policy_legal,legal_or_policy_document,P2,pass,find_effective_date_or_gazette
"বাংলাদেশের সিটি কর্পোরেশন ১২টি। সর্বশেষ ময়মনসিংহ সিটি কর্পোরেশন ২ এপ্রিল, ২০১৮ সালে গঠিত হয়।",0.45,,BCSGK-0576,manual claim-type review required,suspected,['ময়মনসিংহ'],ruled,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার"" ""ময়মনসিংহ"" ""ruled"" pre-2023 official","""বাংলাদেশের সিটি কর্পোরেশন ১২টি। সর্বশেষ ময়মনসিংহ সিটি কর্পোরেশন ২ এপ্রিল, ২০১৮ সালে গঠিত হয়।"" manual review","['প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
"নাগাল্যান্ড রাজ্যের সাথে বাংলাদেশের কোনো ভূমি সীমানা নেই। বাংলাদেশ ভারতের মোট পাঁচটি রাজ্যের সাথে তার স্থল সীমানা ভাগ করে। রাজ্যগুলো হলো: ১. পশ্চিমবঙ্গ (West Bengal), ২. আসাম (Assam), ৩. মেঘালয় (Meghalaya), ৪. ত্রিপুরা (Tripura) ও ৫. মিজোরাম (Mizoram)।",0.45,,BCSGK-0577,manual claim-type review required,not_yet_checked,['নাগাল্যান্ড'],ruled,P4,2026-09-16,static_historical,RA_1,historical/event claim routed to pre-cutoff evidence review,approved,"""প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার"" ""নাগাল্যান্ড"" ""ruled"" pre-2023 official","""নাগাল্যান্ড রাজ্যের সাথে বাংলাদেশের কোনো ভূমি সীমানা নেই। বাংলাদেশ ভারতের মোট পাঁচটি রাজ্যের সাথে তা"" manual review","['প্রশাসনিক ব্যবস্থাপনা কাঠামো, পুনর্বিন্যাস ও সংস্কার']",ambiguous,manual_review,needs_clarification,static,static_historical,mediawiki_pre_cutoff_revision_or_official_history,P2,pass,find_pre_cutoff_claim_supporting_snapshot
